date,title,label
2022-01-11,결국 물러난 류영준 카카오 리더십 흔들 탄탄대로였는데 류영준 카카오 대표 내정자 결국 사퇴 경영진 먹튀 논란에 카카오 시총 7위 추락 골목상권 논란에 또터진 악재 카카오 흔들 사설 주주 신뢰 깨버린 카카오페이 임원들의 스톡옵션 처분 모럴해저드에 개미 곡소리 카카오 직원들도 불만 폭발 2920까지 밀린 코스피 카카오는 10만원 깨졌다 CEO리스크에 흔들리는 주가 카카오 CEO 사퇴 10만원 붕괴 카카오 약점 노출한 계열사 각자도생 컨트롤타워 정비 시급 2920까지 밀린 코스피 카카오는 10만원 깨졌다 빅테크에 맞선 카드사들 적과의 동침 상반기 오픈페이 가동 추진 황소 기운 싹 사라진 1월 코스피 긴축 공포에 대형주 도 줄줄이 추락 맥 못추는 성장주 깜짝실적 로 갈아타라 먹튀 논란 류영준 카카오 대표 자진사퇴 혁신 IT 대장주의 추락 카카오 시총 32조 증발 사설 몰염치한 카카오페이 임원진의 주식 먹튀 논란 사설 카카오페이 임원진 먹튀 유감 재발방지책 마련해야 사설 상장 직후 대량 주식 처분 개미 뒤통수 친 카카오 경영진 카카오 40대 대표 공석 메울 후보군은 정의정 신정환 남궁훈 등 거론 20조 증발 카카오 블록체인이 희망 기둥뿌리 빼가나 개미 잡는 물적분할 CEO가 내 주식 팔았어 돔황차냐 존버냐 개미들 혼란 전문가들 가계대출 옥죄기 맞는 방향 디지털 자산 시장 성장할 것 규제공화국 로톡 되고 핀테크 안 되고 이중잣대에 신산업 무덤 됐다 결국 물러난 류영준 카카오 리더십 흔들 탄탄대로였는데 류영준 카카오 대표 내정자 결국 사퇴 경영진 먹튀 논란에 카카오 시총 7위 추락 골목상권 논란에 또터진 악재 카카오 흔들 사설 주주 신뢰 깨버린 카카오페이 임원들의 스톡옵션 처분 모럴해저드에 개미 곡소리 카카오 직원들도 불만 폭발 2920까지 밀린 코스피 카카오는 10만원 깨졌다 CEO리스크에 흔들리는 주가 카카오 CEO 사퇴 10만원 붕괴 카카오 약점 노출한 계열사 각자도생 컨트롤타워 정비 시급 2920까지 밀린 코스피 카카오는 10만원 깨졌다 빅테크에 맞선 카드사들 적과의 동침 상반기 오픈페이 가동 추진 황소 기운 싹 사라진 1월 코스피 긴축 공포에 대형주 도 줄줄이 추락 맥 못추는 성장주 깜짝실적 로 갈아타라 먹튀 논란 류영준 카카오 대표 자진사퇴 혁신 IT 대장주의 추락 카카오 시총 32조 증발 사설 몰염치한 카카오페이 임원진의 주식 먹튀 논란 사설 카카오페이 임원진 먹튀 유감 재발방지책 마련해야 사설 상장 직후 대량 주식 처분 개미 뒤통수 친 카카오 경영진 카카오 40대 대표 공석 메울 후보군은,2
2022-01-12,토스 MZ공략 vs 카카오페이 대중화 사면초가 카카오뱅크 결국 금융대장주 내줬다 단독 KB국민카드 페이 원앱 프로젝트 시동 사설 카카오페이 경영진 주식 먹튀 도덕적 해이 도 넘어 View Insight 먹튀 논란에 회사 안팎서 뭇매 카카오 성장방식 한계 왔나 개미 울린 CEO 돌발행동 주주보호 상법 개정 목소리 확산 증권가 덮친 CEO 리스크 핀테크 상장을 시작이 아닌 끝으로 여겨 책임경영 절실 시행 1년도 안됐는데 더 센 금소법 오나 주가 급락에 피 마르는 투자자 테크기업 성공 만능주의 빠졌나 단독 계열사 악재 그만 칼 빼든 김범수 카카오 컨트롤타워 만든다 카카오 신세계 CEO 리스크 에 개미들 비명 뉴스 투데이 사설 소액주주 배신한 카카오페이 경영진의 황당한 스톡옵션 잔치 카카오 먹튀 논란 보험업 진출에도 악재로 카카오 트리플 악재 에 시총 3위 9위 추락 위메이드 가상화폐 1600억 미공시 매도 또 먹튀 논란 단독 현대제철 양재동 떠난다 철강사 최초 IT성지 판교 팔딱팔딱 공모주 대어들 금리 오르자 시들시들 국민기업에 드리운 먹튀 이미지 성장 조급함만 보였나 게임 즐기며 돈 버는 P2E 국내 사행성 우려 불법 규정이 변수 씨줄날줄 코리아 디스카운트 문소영 논설위원 대장주 체면 구긴 크래프톤 사상 최저가 연일 경신 2021 NCSI 조사 삼성화재 손해보험 부문 21년 연속 톱 피플 법률자문 팽창하는 실리콘밸리 법무법인 태평양 판교센터 키운다 토스 MZ공략 vs 카카오페이 대중화 사면초가 카카오뱅크 결국 금융대장주 내줬다 단독 KB국민카드 페이 원앱 프로젝트 시동 사설 카카오페이 경영진 주식 먹튀 도덕적 해이 도 넘어 View Insight 먹튀 논란에 회사 안팎서 뭇매 카카오 성장방식 한계 왔나 개미 울린 CEO 돌발행동 주주보호 상법 개정 목소리 확산 증권가 덮친 CEO 리스크 핀테크 상장을 시작이 아닌 끝으로 여겨 책임경영 절실 시행 1년도 안됐는데 더 센 금소법 오나 주가 급락에 피 마르는 투자자 테크기업 성공 만능주의 빠졌나 단독 계열사 악재 그만 칼 빼든 김범수 카카오 컨트롤타워 만든다 카카오 신세계 CEO 리스크 에 개미들 비명 뉴스 투데이 사설 소액주주 배신한 카카오페이 경영진의 황당한 스톡옵션 잔치 카카오 먹튀 논란 보험업 진출에도 악재로 카카오 트리플 악재 에 시총 3위 9위 추락 위메이드 가상화폐 1600억 미공시 매도 또 먹튀 논란 단독 현대제철 양재동 떠난다,4
2022-01-13,장현국 위메이드 대표 위믹스 기습매도 없었다 카카오페이와 비교 부당 성과 내야 스톡옵션 행사 카카오페이 먹튀 방지 요구 커져 카카오는 기술로 말한다 춤추는 증시에도 AI 개발 굳건 카카오 내부 단속 힘싣는다 컨트롤타워 역할 강화 먹튀 사태 카카오에 큰 상처 직원 경영진 갈등봉합 시급 단독 위메이드 코인 기습매도 사실아냐 정기 공시할것 추락 카뱅에 금융대장 탈환한 KB금융 초격차 가능할까 이코노픽 올해 증시는 오징어게임 확신 대신 유연한 대응이 살길 희미해진 김범수 리더십 그립 잡고 상생안 서둘러야 LG엔솔 기관주문 1 IPO 자금 충전중 간편결제 선불충전금 무서운 성장세 IT 공룡 고객 잡아라 로펌들 잇단 판교 LG에너지솔루션 유통물량 10%도 안된다 품절주 되나 LG엔솔 기관주문 1 IPO 자금 충전중 간편결제 선불충전금 무서운 성장세 IT 공룡 고객 잡아라 로펌들 잇단 판교 LG에너지솔루션 유통물량 10%도 안된다 품절주 되나 금융은 직장인만 첫 금융생활은 중 고생부터 장현국 위메이드 대표 위믹스 기습매도 없었다 카카오페이와 비교 부당 성과 내야 스톡옵션 행사 카카오페이 먹튀 방지 요구 커져 카카오는 기술로 말한다 춤추는 증시에도 AI 개발 굳건 카카오 내부 단속 힘싣는다 컨트롤타워 역할 강화 먹튀 사태 카카오에 큰 상처 직원 경영진 갈등봉합 시급 단독 위메이드 코인 기습매도 사실아냐 정기 공시할것 추락 카뱅에 금융대장 탈환한 KB금융 초격차 가능할까 이코노픽 올해 증시는 오징어게임 확신 대신 유연한 대응이 살길 희미해진 김범수 리더십 그립 잡고 상생안 서둘러야 LG엔솔 기관주문 1 IPO 자금 충전중 간편결제 선불충전금 무서운 성장세 IT 공룡 고객 잡아라 로펌들 잇단 판교 LG에너지솔루션 유통물량 10%도 안된다 품절주 되나 LG엔솔 기관주문 1 IPO 자금 충전중 간편결제 선불충전금 무서운 성장세 IT 공룡 고객 잡아라 로펌들 잇단 판교 LG에너지솔루션 유통물량 10%도 안된다 품절주 되나 금융은 직장인만 첫 금융생활은 중 고생부터,0
2022-01-14,카카오 계열사 CEO 상장 후 2년까지 주식 못 판다 카카오 주가 추락 일단 멈춤 무너진 신뢰 회복이 관건 카카오 전면쇄신 먹튀 논란 휩싸인 카카오 계열사 상장 원점 재검토한다 가장 주목할 기업인은 이재용 정의선 런정페이 레이쥔 도요다 아키오 현장에선 개인투자자 울리는 물적분할 김석환의 이미 도착한 미래 검은 호랑이 해를 디지털 전환 원년으로 가장 주목할 기업인은 이재용 정의선 런정페이 레이쥔 도요다 아키오 현장에선 개인투자자 울리는 물적분할 김석환의 이미 도착한 미래 검은 호랑이 해를 디지털 전환 원년으로 카카오 먹튀 방지안 내놨다 임원 상장 뒤 1년간 주식 매도 금지 먹튀 논란에도 카카오 담는 개미들 카카오게임 3대 주주 남궁훈은 이해충돌 방지서 자유로울까요 전금업자 4곳 선불충전금 1조원 돌파 카드사 지위 넘본다 나와 현장 호구개미잔혹사 김희리 경제부 기자 LG엔솔 흥행 예고 속 현대엔지도 시동 IPO 대어 대기 중 경북 체납고지서 1월부터 모바일 서비스 신문과 놀자 피플 in 뉴스 여자 스티브 잡스 벤처 사업가의 추락 이슈 프리즘 미인대회 이론으로 본 대선 판세 경북 체납고지서 1월부터 모바일 서비스 신문과 놀자 피플 in 뉴스 여자 스티브 잡스 벤처 사업가의 추락 카카오 계열사 CEO 상장 후 2년까지 주식 못 판다 카카오 주가 추락 일단 멈춤 무너진 신뢰 회복이 관건 카카오 전면쇄신 먹튀 논란 휩싸인 카카오 계열사 상장 원점 재검토한다 가장 주목할 기업인은 이재용 정의선 런정페이 레이쥔 도요다 아키오 현장에선 개인투자자 울리는 물적분할 김석환의 이미 도착한 미래 검은 호랑이 해를 디지털 전환 원년으로 가장 주목할 기업인은 이재용 정의선 런정페이 레이쥔 도요다 아키오 현장에선 개인투자자 울리는 물적분할 김석환의 이미 도착한 미래 검은 호랑이 해를 디지털 전환 원년으로 카카오 먹튀 방지안 내놨다 임원 상장 뒤 1년간 주식 매도 금지 먹튀 논란에도 카카오 담는 개미들 카카오게임 3대 주주 남궁훈은 이해충돌 방지서 자유로울까요 전금업자 4곳 선불충전금 1조원 돌파,0
2022-01-17,장덕수의 사람들 DS투자증권 속속 합류 골목상권 침해 경영진 먹튀 카카오 컨트롤타워가 없다 사설 소 잃고 외양간 고치는 카카오 사례 반면교사 삼아야 4대 코인거래소 자금세탁 검증대 오른다 카카오 네이버는 FIU 코인거래소 카카오페이 카지노 등 전방위 점검 금융위 네이버 카카오 자금세탁 들여다본다 네이버 카카오 보름새 1조7천억 담은 개미들 조직 문화 바꾼다 컨트롤타워 만든 카카오 금융당국 4대 코인 거래소 돈세탁 검사 나선다 금융당국 4대 코인거래소 연말까지 돈세탁 검증한다 작년 공모주 투자 평균 수익률 40% 올해도 짭짤할까 LG에너지솔루션 상장 주가 외국인 변수 MTS 출시 임박 카카오페이증권 데이터기반 WM 승부수 금융당국 4대 가상자산거래소 자금세탁 정밀 검증 IPO 최대어 LG엔솔 청약 1주라도 더 받으려면 쉬워진 연말정산 간소화 쓸 수 있는 인증서도 많아졌네 홍길용의 화식열전 소문난 잔치 LG엔솔 주가 열쇠는 펀더멘털 보다 수급 골프존 간편결제로 전자금융업 진출 빅테크 아이들 의 반란 키워준 빅테크와 싸운다 역대급 IPO시장 열리지만 기대수익률 작년만 못할 것 빅테크 아이들 의 반란 키워준 빅테크와 싸운다 홍길용의 화식열전 소문난 잔치 LG엔솔 주가 열쇠는 펀더멘털 보다 수급 장덕수의 사람들 DS투자증권 속속 합류 골목상권 침해 경영진 먹튀 카카오 컨트롤타워가 없다 사설 소 잃고 외양간 고치는 카카오 사례 반면교사 삼아야 4대 코인거래소 자금세탁 검증대 오른다 카카오 네이버는 FIU 코인거래소 카카오페이 카지노 등 전방위 점검 금융위 네이버 카카오 자금세탁 들여다본다 네이버 카카오 보름새 1조7천억 담은 개미들 조직 문화 바꾼다 컨트롤타워 만든 카카오 금융당국 4대 코인 거래소 돈세탁 검사 나선다 금융당국 4대 코인거래소 연말까지 돈세탁 검증한다 작년 공모주 투자 평균 수익률 40% 올해도 짭짤할까 LG에너지솔루션 상장 주가 외국인 변수 MTS 출시 임박 카카오페이증권 데이터기반 WM 승부수 금융당국 4대 가상자산거래소 자금세탁 정밀 검증 IPO 최대어 LG엔솔 청약 1주라도 더 받으려면 쉬워진 연말정산 간소화 쓸 수 있는 인증서도 많아졌네 홍길용의 화식열전 소문난 잔치 LG엔솔 주가 열쇠는 펀더멘털 보다 수급 골프존 간편결제로 전자금융업 진출 빅테크 아이들 의 반란 키워준 빅테크와 싸운다 역대급 IPO시장 열리지만 기대수익률 작년만 못할 것 빅테크 아이들 의 반란 키워준 빅테크와 싸운다 홍길용의 화식열전 소문난 잔치 LG엔솔 주가 열쇠는 펀더멘털 보다 수급,0
2022-01-18,내달 기관물량 풀린다 카카오형제들 조마조마 단독 마이데이터 한 달 핀테크 은행에 완승 글로벌 소비 불안 코스피 2900선 또 깨졌다 분식 의혹 셀트리온 먹튀 논란 카카오 주가부양책도 안 먹히네 혁신에서 불신으로 성공에 취한 IT업계 벼랑 끝에 서다 현장에서 SG 빠진 ESG 실적전망 좋은 해 조 기 밑에서 낚아볼까 뉴스 줌인 간편결제 수수료 논란 등 빅테크 정면대응 혁신 발목 잡지 말아야 플랫폼 고객 잡아라 30조원 지역화폐 판매대행 뛰어든 카드사 똘똘한 원 앱 이 대세 부산은행 썸뱅크 6년 만에 접는다 뉴스 줌인 간편결제 수수료 논란 등 빅테크 정면대응 혁신 발목 잡지 말아야 내달 기관물량 풀린다 카카오형제들 조마조마 단독 마이데이터 한 달 핀테크 은행에 완승 글로벌 소비 불안 코스피 2900선 또 깨졌다 분식 의혹 셀트리온 먹튀 논란 카카오 주가부양책도 안 먹히네 혁신에서 불신으로 성공에 취한 IT업계 벼랑 끝에 서다 현장에서 SG 빠진 ESG 실적전망 좋은 해 조 기 밑에서 낚아볼까 뉴스 줌인 간편결제 수수료 논란 등 빅테크 정면대응 혁신 발목 잡지 말아야 플랫폼 고객 잡아라,0
2022-01-19,또 먹튀 카카오페이증권 집단 퇴사 LG엔솔 청약 열기도 역대급 카카오뱅크 청약 기록 깰 수도 청약개미 237만명 몰렸다 LG엔솔 공모 새 역사 기자수첩 먹튀논란 류영준 대표 간담회라도 잘 했다면 카카오페이 경영진 먹튀 철저히 조사 개미투자자 공략 단독 윤호영 카카오뱅크 대표도 스톡옵션 행사했다 시총 30조 증발한 카카오 10월 3000억 빚 폭탄 돌아온다 코스피 한파에 급락 대형주 담는 개미들 간편인증 은행 증권 벽 허문다 기압 코스피 개미는 풀매수 LG엔솔 뜨자 공모주 펀드에도 뭉칫돈 고정수입 네이버 3600억 쿠팡 1800억 빅테크 구독경제 폭풍성장 또 먹튀 카카오페이증권 집단 퇴사 LG엔솔 청약 열기도 역대급 카카오뱅크 청약 기록 깰 수도 청약개미 237만명 몰렸다 LG엔솔 공모 새 역사 기자수첩 먹튀논란 류영준 대표 간담회라도 잘 했다면 카카오페이 경영진 먹튀 철저히 조사 개미투자자 공략 단독 윤호영 카카오뱅크 대표도 스톡옵션 행사했다 시총 30조 증발한 카카오 10월 3000억 빚 폭탄 돌아온다 코스피 한파에 급락 대형주 담는 개미들 간편인증 은행 증권 벽 허문다 기압 코스피 개미는 풀매수 LG엔솔 뜨자 공모주 펀드에도 뭉칫돈 고정수입 네이버 3600억 쿠팡 1800억 빅테크 구독경제 폭풍성장,0
2022-01-20,이재명 카카오페이 먹튀 철저 조사 이번엔 탈세 의혹 9만원 뚫린 카카오 fn사설 카카오 때리기 지나치다 셀트리온 웃고 카카오 울고 악재 속 희비 엇갈린 그룹 LG엔솔 청약 미래에셋에선 1주도 못받을 수도 지평선 LG엔솔 공모 열풍과 부동산 끝없는 악재 쓰나미에 1월 증시 휘청 빅테크에 손 내민 보험사 MZ세대 공략 도와줘 지평선 LG엔솔 공모 열풍과 부동산 개미들 연초부터 눈물바다 올 순매수 종목 수익률 15% LG엔솔 114 몰려 440만명 공모 청약 LG그룹 전체 시총 127조 200조 SK 제치고 2위 넘본다 IPO 새 역사 쓴 LG엔솔 카카오페이 주식먹튀 논란 ESG로 돌파 카카오 툭 먹튀 논란 탈세 의혹에 장중 9만원 붕괴 카카오 신임 단독 대표에 남궁훈 내정 각종 논란 돌파할까 서울사랑상품권 티머니페이로 구입 스톡옵션 먹튀 막을까 금감원장 제도 개선 검토 데스크 시각 사악해지지 말자 박상숙 부국장 겸 산업부장 확 바뀐 뱅크샐러드 가상자산 포인트 자산 데이터도 연동 개시 윤호영 카뱅 대표도 스톡옵션 행사 사전 입맞췄나 60대 표심잡기 나선 연금 지급 전까지 120만원 장년수당 서학개미까지 몰린 LG엔솔 청약 패시브자금 유입 촉각 데스크 시각 사악해지지 말자 박상숙 부국장 겸 산업부장 확 바뀐 뱅크샐러드 가상자산 포인트 자산 데이터도 연동 개시 윤호영 카뱅 대표도 스톡옵션 행사 사전 입맞췄나 60대 표심잡기 나선 연금 지급 전까지 120만원 장년수당 서학개미까지 몰린 LG엔솔 청약 패시브자금 유입 촉각 사설 이기주의와 탐욕이 몰고 온 윤리경영의 위기 이재명 카카오페이 먹튀 철저 조사 이번엔 탈세 의혹 9만원 뚫린 카카오 fn사설 카카오 때리기 지나치다 셀트리온 웃고 카카오 울고 악재 속 희비 엇갈린 그룹 LG엔솔 청약 미래에셋에선 1주도 못받을 수도 지평선 LG엔솔 공모 열풍과 부동산 끝없는 악재 쓰나미에 1월 증시 휘청 빅테크에 손 내민 보험사 MZ세대 공략 도와줘 지평선 LG엔솔 공모 열풍과 부동산 개미들 연초부터 눈물바다 올 순매수 종목 수익률 15% LG엔솔 114 몰려 440만명 공모 청약 LG그룹 전체 시총 127조 200조 SK 제치고 2위 넘본다 IPO 새 역사 쓴 LG엔솔 카카오페이 주식먹튀 논란 ESG로 돌파 카카오 툭 먹튀 논란 탈세 의혹에 장중 9만원 붕괴 카카오 신임 단독 대표에 남궁훈 내정 각종 논란 돌파할까 서울사랑상품권 티머니페이로 구입 스톡옵션 먹튀 막을까 금감원장 제도 개선 검토 데스크 시각 사악해지지 말자 박상숙 부국장 겸 산업부장 확 바뀐 뱅크샐러드 가상자산 포인트 자산 데이터도 연동 개시 윤호영 카뱅 대표도 스톡옵션 행사 사전 입맞췄나 60대 표심잡기 나선 연금 지급 전까지 120만원 장년수당 서학개미까지 몰린 LG엔솔 청약 패시브자금 유입 촉각 데스크 시각 사악해지지 말자 박상숙 부국장 겸 산업부장 확 바뀐 뱅크샐러드 가상자산 포인트 자산 데이터도 연동 개시 윤호영 카뱅 대표도 스톡옵션 행사 사전 입맞췄나 60대 표심잡기 나선 연금 지급 전까지 120만원 장년수당 서학개미까지 몰린 LG엔솔 청약,4
2022-01-21,카카오페이 먹튀 논란 속 자회사 증권 으로 명성 되찾을까 남궁훈 원톱 쇄신 카카오 신뢰 회복할까 카카오 맡는 남궁훈 세상에 없던 시장 개척 카카오 스톡옵션 개선하나 LTV 상향은 금감원장 스톡옵션 먹튀 논란 없도록 제도 개선 대박날 줄 알았는데 SK바사 직원 9억 벌때 크래프톤 4천만원씩 잃었다 대출 나올구멍 없어서 매달 상품권깡 내몰리는 서민들 강남시선 소 잃었으면 외양간이라도 제대로 펠토론 경영진 주식 팔자 주가 급락 핀테크 칼럼 사이버 자산운용 영토 확장해야 대출 나올구멍 없어서 매달 상품권깡 내몰리는 서민들 강남시선 소 잃었으면 외양간이라도 제대로 펠토론 경영진 주식 팔자 주가 급락 핀테크 칼럼 사이버 자산운용 영토 확장해야 서울제로페이 신한카드 카카오 품에 안겼다 시민들 불만 주식 먹튀 논란 카카오 경영진 대폭 물갈이 위기의 카카오 새 사령탑에 남궁훈 김범수 카카오 신뢰잃고 있다 창업동료로 CEO 교체 김범수 신뢰 많이 잃고 있다 카카오 신임 단독대표에 남궁훈 위기의 카카오 남궁훈 단독대표 체제로 신뢰 회복 최선 리더십 교체 카드 꺼내든 카카오 신뢰회복 급하다 김범수가 위기때 마다 찾은 그사람 재등판 빅테크 보험 사업 제자리 걸음 혁신 구호 안 통하는 현실의 벽 손발 묶인 카드사 빅테크 시장 잠식에 냉가슴만 카카오페이 먹튀 논란 속 자회사 증권 으로 명성 되찾을까 남궁훈 원톱 쇄신 카카오 신뢰 회복할까 카카오 맡는 남궁훈 세상에 없던 시장 개척 카카오 스톡옵션 개선하나 LTV 상향은 금감원장 스톡옵션 먹튀 논란 없도록 제도 개선 대박날 줄 알았는데 SK바사 직원 9억 벌때 크래프톤 4천만원씩 잃었다 대출 나올구멍 없어서 매달 상품권깡 내몰리는 서민들 강남시선 소 잃었으면 외양간이라도 제대로 펠토론 경영진 주식 팔자 주가 급락 핀테크 칼럼 사이버 자산운용 영토 확장해야 대출 나올구멍 없어서 매달 상품권깡 내몰리는 서민들 강남시선 소 잃었으면 외양간이라도 제대로 펠토론 경영진 주식 팔자 주가 급락 핀테크 칼럼 사이버 자산운용 영토 확장해야 서울제로페이 신한카드 카카오 품에 안겼다 시민들 불만 주식 먹튀 논란 카카오 경영진 대폭 물갈이 위기의 카카오 새 사령탑에 남궁훈 김범수 카카오 신뢰잃고 있다 창업동료로 CEO 교체 김범수 신뢰 많이 잃고 있다 카카오 신임 단독대표에 남궁훈 위기의 카카오 남궁훈 단독대표 체제로 신뢰 회복 최선 리더십 교체 카드 꺼내든 카카오 신뢰회복 급하다 김범수가 위기때 마다 찾은 그사람 재등판 빅테크 보험 사업 제자리 걸음 혁신 구호 안 통하는 현실의 벽 손발 묶인 카드사 빅테크 시장 잠식에 냉가슴만,4
2022-01-24,이번엔 자사주 저가에 매수 카카오 경영진 또 모럴 해저드 논란 빛과 소금 정용진 류영준 그리고 지저스 리더십 토스증권 연이은 유상증자 증권가 메기 역할 준비중 대구 택시업계 플랫폼 시장에 뛰어든 이유는 동십자각 불신 디스카운트 보험사 임원들 회사 주식 매수 러시 사설 코리아 디스카운트 초래하는 상장사 대주주 경영진 리스크 최경섭 칼럼 국민연금 수탁위 기업 발목 잡지말라 장외 시총 7조9000억원 규모 현대엔지니어링 내달 IPO 출격 카카오뱅크 페이 부진의 늪 빠졌다 목표주가도 하향 카카오페이 연령별 자료 제공 또래와 자산비교 가능 카카오페이 등 빅테크 만나는 정은보 무슨 얘기 나눌까 제2 카카오페이 막는다 스톡옵션 논란에 제도 개선 급물살 카카오 구원등판 남궁훈 100개 계열사 관리 메타버스에 달려 김범수 카카오 모래알 계열사 다잡기 나선다 경영진이 단타 카카오 주가 반등에도 개미들은 싸늘 IPO대어 LG엔솔 팔수록 성공 LG엔솔이 안부럽네 대어급 공모주 빅3 온다 중랑사랑상품권 발행 1인당 70만원까지 마이데이터 시대 오 마이데이터 금융비서가 내 자산을 불려주네 K 핀테크 차기 사령탑은 누구 정인영 이혜민 이근주 3파전 미래의 금융소비자 알파세대 의 마음을 훔쳐라 마이머니 이번엔 자사주 저가에 매수 카카오 경영진 또 모럴 해저드 논란 빛과 소금 정용진 류영준 그리고 지저스 리더십 토스증권 연이은 유상증자 증권가 메기 역할 준비중 대구 택시업계 플랫폼 시장에 뛰어든 이유는 동십자각 불신 디스카운트 보험사 임원들 회사 주식 매수 러시 사설 코리아 디스카운트 초래하는 상장사 대주주 경영진 리스크 최경섭 칼럼 국민연금 수탁위 기업 발목 잡지말라 장외 시총 7조9000억원 규모 현대엔지니어링 내달 IPO 출격 카카오뱅크 페이 부진의 늪 빠졌다 목표주가도 하향 카카오페이 연령별 자료 제공 또래와 자산비교 가능 카카오페이 등 빅테크 만나는 정은보 무슨 얘기 나눌까 제2 카카오페이 막는다 스톡옵션 논란에 제도 개선 급물살 카카오 구원등판 남궁훈 100개 계열사 관리 메타버스에 달려 김범수 카카오 모래알 계열사 다잡기 나선다 경영진이 단타 카카오 주가 반등에도 개미들은 싸늘 IPO대어 LG엔솔 팔수록 성공 LG엔솔이 안부럽네 대어급 공모주 빅3 온다 중랑사랑상품권 발행 1인당 70만원까지 마이데이터 시대 오 마이데이터 금융비서가 내 자산을 불려주네 K 핀테크 차기 사령탑은 누구,3
2022-01-25,곽인찬 칼럼 카카오는 왜 미움을 살까 서울사랑상품권 가맹점 QR 정보 놓고 시 제로페이 갈등 서울사랑상품권 판매처 대폭 축소 혼란 한은 갤럭시폰에 디지털화폐 심는다 아이폰엔 계획 없어 금리 뛸수록 현금 PER 하락 성장 타격받는 이유 있었네 사설 서울사랑상품권의 헛발질 제로페이 대신 카카오페이 서울사랑상품권 시끌 카카오페이손해보험 보안 미흡 본허가 심사 길어진다 차준호의 딜 막전막후 흔들리는 카카오의 공짜 기업인수 전략 광화문에서 정임수 개미투자자 울리는 코리아 디스카운트 한국거래소 물적분할 스톡옵션 행사시 투자자 보호책 마련 스페셜리포트 게임 만난 NFT 불붙는 P2E 경쟁 현대오일뱅크 SSG닷컴 마켓컬리 올해도 IPO 대어 줄줄이 출격 준비 곽인찬 칼럼 카카오는 왜 미움을 살까 서울사랑상품권 가맹점 QR 정보 놓고 시 제로페이 갈등 서울사랑상품권 판매처 대폭 축소 혼란 한은 갤럭시폰에 디지털화폐 심는다 아이폰엔 계획 없어 금리 뛸수록 현금 PER 하락 성장 타격받는 이유 있었네 사설 서울사랑상품권의 헛발질 제로페이 대신 카카오페이 서울사랑상품권 시끌 카카오페이손해보험 보안 미흡 본허가 심사 길어진다 차준호의 딜 막전막후 흔들리는 카카오의 공짜 기업인수 전략 광화문에서 정임수 개미투자자 울리는 코리아 디스카운트 한국거래소 물적분할 스톡옵션 행사시 투자자 보호책 마련 스페셜리포트 게임 만난 NFT 불붙는 P2E 경쟁 현대오일뱅크 SSG닷컴 마켓컬리 올해도 IPO 대어 줄줄이 출격 준비,0
2022-01-26,LG엔솔부터 카페까지 거래소 각종 논란 신중 검토 종합 물적분할 기업 상장 심사 때 모회사 주주 의견 반영 검토 단독 예보 우리금융 잔여지분 % PEF등에 매각 추진 단독 먹튀 안돼 상장사 경영진 자사주 처분 계획 미리 알려라 조용병 바르게 빠르게 다르게 기업금융서 배달 헬스케어까지 디지털 생태계 확장 금융위 올해 상반기 가급적 공매도 정상화 단독 예보 우리금융 잔여지분 % PEF등에 매각 추진 힘들어도 먹고는 살아야지 증시 급락에도 식품주 선방 단독 먹튀 안돼 상장사 경영진 자사주 처분 계획 미리 알려라 엔비티 경영진 주식처분 소식에 주가 곤두박질 조용병 바르게 빠르게 다르게 기업금융서 배달 헬스케어까지 디지털 생태계 확장 네이버페이 카카오페이 소상공인 수수료 31일부터 인하 금융당국 결제 수수료 합리적으로 카카오 네이버 낮추겠다 국민주에서 국민 밉상주 로 카카오가 불러온 3가지 질문 카카오뱅크 저금통 채우기 100만계좌 MZ세대 62% 손병두 쪼개기 상장 주식 먹튀 적극 대처 빅테크 금융사간 신사업 진출 규제차별 없앨 것 물적분할 잔혹사 손병두 자회사 상장 때 모회사 주주 의견 챙기겠다 손병두 쪼개기 상장 주식 먹튀 적극 대처 입김 세진 임플로이언서 기업들 임단협 쩔쩔 LG엔솔부터 카페까지 거래소 각종 논란 신중 검토 종합 물적분할 기업 상장 심사 때 모회사 주주 의견 반영 검토 단독 예보 우리금융 잔여지분 % PEF등에 매각 추진 단독 먹튀 안돼 상장사 경영진 자사주 처분 계획 미리 알려라 조용병 바르게 빠르게 다르게 기업금융서 배달 헬스케어까지 디지털 생태계 확장 금융위 올해 상반기 가급적 공매도 정상화 단독 예보 우리금융 잔여지분 % PEF등에 매각 추진 힘들어도 먹고는 살아야지 증시 급락에도 식품주 선방 단독 먹튀 안돼 상장사 경영진 자사주 처분 계획 미리 알려라 엔비티 경영진 주식처분 소식에 주가 곤두박질 조용병 바르게 빠르게 다르게 기업금융서 배달 헬스케어까지 디지털 생태계 확장 네이버페이 카카오페이 소상공인 수수료 31일부터 인하 금융당국 결제 수수료 합리적으로 카카오 네이버 낮추겠다 국민주에서 국민 밉상주 로 카카오가 불러온 3가지 질문 카카오뱅크 저금통 채우기 100만계좌 MZ세대 62% 손병두 쪼개기 상장 주식 먹튀 적극 대처 빅테크 금융사간 신사업 진출 규제차별 없앨 것 물적분할 잔혹사 손병두 자회사 상장 때 모회사 주주 의견 챙기겠다 손병두 쪼개기 상장 주식 먹튀 적극 대처 입김 세진 임플로이언서 기업들 임단협 쩔쩔,2
