company,date,title,label
넷마블,2018-11-30,대한민국 웃고울린 리니지 성년이 되다,1
넷마블,2018-11-30,신작 기대로 반등하는 넷마블 출시 허가 리스크는 부담,1
넷마블,2018-12-03,상장사마다 미성년 주주 580명,0
넷마블,2018-12-03,내년 최대 10조원 공모 선다 1Q 기다리는 IPO 빅딜,0
넷마블,2018-12-03,매출 400억원 찍은 로스트아크,0
넷마블,2018-12-03,제2 포코팡 꿈꾼다 메이드 인 부산 게임 해외로 잰걸음,0
넷마블,2018-12-04,카카오뱅크 2기 경영진 이달 출범,1
넷마블,2018-12-04,일본 게임업체 SNK 해외기업 IPO 흥행 이어갈까,1
넷마블,2018-12-05,신작인 듯 신작 아닌 유명 IP 활용한 게임의 악순환,2
넷마블,2018-12-06,기대작 블소 레볼루션 출시 넷마블 실적 반등 시동건다,0
넷마블,2018-12-06,신작게임 기대감에 넷마블 엔씨가 뜨겁다,0
넷마블,2018-12-06,대보건설 6호 지식산업센터 하우스디 와이즈타워 분양,0
넷마블,2018-12-06,SNK 24일 코스닥 상장 올해 첫 시총 1원대 새내기 탄생하나,0
넷마블,2018-12-07,신작 나왔는데 주가 12% 넷마블 상승모멘텀 꺾이나,3
넷마블,2018-12-07,넷마블 신작 출시날 % 급락,3
넷마블,2018-12-07,블소 레볼루션 리니지2 신화 다시 쓸까,3
넷마블,2018-12-07,배당 늘리면 날아오를 자산 한화 신세계 네이버,3
넷마블,2018-12-07,신작의 저주 소문에 사서 뉴스에 파는 게임,3
넷마블,2018-12-07,게임 이 안됩니다,3
넷마블,2018-12-07,결제 한도 완화 게임업계 숨통 틔울까,3
넷마블,2018-12-10,게임업체 업데이트로 유저 이탈 막아라,0
넷마블,2018-12-10,욕심 과했나 SNK 코스닥 상장 철회,0
넷마블,2018-12-11,게임으로 생존 하는 법 12 13일 이달의 우수게임 시상식 KGC 개최,1
넷마블,2018-12-11,게임 새 규제 괴물 등장에 시장 먹구름,1
넷마블,2018-12-11,고사양 모바일게임 잇단 출격 게이밍폰 마니아 사로잡을까,1
넷마블,2018-12-11,가산동에 1조 투입해 서울 최대 벤처타운,1
넷마블,2018-12-11,신작 약발도 못 받는 게임 등쌀에 지지부진,1
넷마블,2018-12-12,22억 게이머 잡자 게임 품은 스마트폰,3
넷마블,2018-12-12,원스토어 월 매출 400억원대 진입 국내 앱 1강 2약으로 재편,3
넷마블,2018-12-12,증시불안 회계이슈 올 IPO 한겨울,3
넷마블,2018-12-12,벤처캐피털 등서 900억 유치 네번째 유니콘 스타트업 토스,3
넷마블,2018-12-12,넷마블문화재단 초등생 가족 대상 게임소통교육 진행,3
넷마블,2018-12-13,추억의 게임부터 해외 인기작까지 IP의 힘 승부수,4
넷마블,2018-12-13,넷마블 최대 기대작 블소 필두로 대형 신작들 봇물,4
넷마블,2018-12-13,내년 게임 기지개 콘텐츠산업 효자로 다시 뜬다,4
넷마블,2018-12-13,정철호 체리벅스 대표 블소 레볼루션 목표는 당연히 1위,4
넷마블,2018-12-13,중국 게임 한국 공략 격화 조짐 업계 정부에 SOS,4
넷마블,2018-12-13,게임 분야 역차별에도 관심 가져야,4
넷마블,2018-12-14,바이오 엔터 게임 시총 왕좌의 게임,0
넷마블,2018-12-14,연말 대차잔고 감소는 아직 숏커버링 막차 기대해볼까,0
넷마블,2018-12-14,모바일 주름잡은 게임 한류 콘솔버전 빅마켓 도전장,0
넷마블,2018-12-17,부호들도 검은증시 쇼크 이건희 조 최대 증발,3
넷마블,2018-12-17,내년 턴어라운드 유망주는 현대 미포조선 수주 훈풍 하나투어 모두투어도 맑음,3
넷마블,2018-12-17,실적 괜찮은데 공모가 30% 밑돈 새내기 속출,3
넷마블,2018-12-17,지지부진한 증시 믿을 건 실적뿐 턴어라운드 유망 미리 찜하세요,3
넷마블,2018-12-18,보고 즐기는 게임이 대세 e스포츠시장 1조 돌파,2
넷마블,2018-12-18,쏟아지는 국산 게임 누가 끝판왕 될까,2
넷마블,2018-12-18,게임시장 세계 4위 한국의 굴욕,2
넷마블,2018-12-18,두마리 토끼 잡은 카카오게임 군단,2
넷마블,2018-12-18,엔씨소프트 독야청청,2
넷마블,2018-12-18,카카오페이지 동남아 진출 본격화 인니 웹툰업체 인수,2
넷마블,2018-12-19,넷마블프렌즈 이모티콘 출시,3
넷마블,2018-12-19,카카오 인도네시아 웹툰 1위 인수,3
넷마블,2018-12-19,SES는 인생의 전환점 글로벌 인턴 후 진로에 확신 갖게 돼,3
넷마블,2018-12-20,오늘의 증시 메모 12월 20일,1
넷마블,2018-12-20,예비 게임인 여러분 너무 두려워 하지 마세요,1
넷마블,2018-12-20,공중 날고 다양한 검술 보유 마치 무협지를 옮긴 듯 호쾌한 액션,1
넷마블,2018-12-21,GGC서 마주한 아이디어 대한민국 게임 미래를 즐기다,4
넷마블,2018-12-26,성탄한정 캐릭터 5월 재판매 소비자 기만,0
넷마블,2018-12-26,한정판 아이템 재탕 판매 게이머들 기만행위 맞다,0
넷마블,2018-12-26,명품 IP 모바일로 돌아온다 2019년 신작게임 기대만발,0
넷마블,2018-12-26,모두의마블 월드챔피언십 BJ듀오 최종 우승,0
넷마블,2018-12-26,한한령 돌파 서광 비친 게임주 약세장 구세주로 등판하나,0
넷마블,2018-12-26,방시혁 빅히트엔터테인먼트 대표,0
넷마블,2018-12-26,세계 최대 중국 게임시장 다시 열리는데 웃을 수 없는 국내 업계,0
넷마블,2018-12-26,게임 대반격 시작된다,0
넷마블,2018-12-26,게임머니 챙긴 넷마블 공정위 과징금 정당,0
넷마블,2018-12-26,김대일 펄어비스 의장,0
넷마블,2018-12-27,모바일게임 매출 상위 30위 중 외국산 19개,4
넷마블,2018-12-27,넷마블 2년 연속 한국 빛낸 브랜드 톱30 선정,4
넷마블,2018-12-27,시대 변화에 대처하는 우리의 자세,4
넷마블,2018-12-28,수수료 20% 주면 게임 아이템 대신 환불받아 드립니다,0
넷마블,2018-12-28,죽의 장막 다시 열린다 한국 게임 지금부터가 본게임,0
넷마블,2019-01-02,5G 폴더블폰 한국넘어 세계와 통한다,0
넷마블,2019-01-02,금리인상 신중해야 49% 인상하더라도 1회만 43%,0
넷마블,2019-01-02,소득주도성장 즉각 폐기하고 정부 과도한 시장개입 말아야,0
넷마블,2019-01-02,올 수출변수는 무역전쟁 34%,0
넷마블,2019-01-02,분리 규제 완화 가장 시급한 금융 과제 49%,0
넷마블,2019-01-02,올 한국경제 최우선 과제는 혁신성장 규제완화,0
넷마블,2019-01-02,최저임금 인상 경제악화 원인 32% 정부 경제점수 C,0
넷마블,2019-01-02,올 최대화두 일자리 절벽 27% 투자 활성화 22%,0
넷마블,2019-01-02,현대 넷마블 한화에어로 턴어라운드 주목,0
넷마블,2019-01-03,조이맥스 새해 신뢰회복 원년 삼는다,1
넷마블,2019-01-03,판호 발급 재개에 기대감 커지는 게임,1
넷마블,2019-01-03,M A 매물로 나온 넥슨 누가 살까,1
넷마블,2019-01-03,광화문에 오신 것을 환영합니다,1
넷마블,2019-01-03,M A 매물로 나온 넥슨 누가 살까,1
넷마블,2019-01-03,한국 최대 게임사 넥슨 텐센트에 넘어갈 수도,1
넷마블,2019-01-04,신작부재에 넥슨마저 매물 위기의 게임,4
넷마블,2019-01-04,김정주 떠나는 한국 게임시장 넷마블 등 대형업체도 흔들,4
넷마블,2019-01-04,갑작스러운 넥슨 매각설 충격에 빠진 게임업계,4
넷마블,2019-01-04,하락장에 공매도 가파르게 증가 대형주로 옮겨 붙었다,4
넷마블,2019-01-04,김정주 넥슨 매각설 게임업계 패닉,4
넷마블,2019-01-04,게임 1세대 창업자 김정주는 왜 넥슨을 내놨나,4
넷마블,2019-01-04,김정주 NXC 대표 지분 매각 소식에 넥슨 자회사들 상한가,4
넷마블,2019-01-04,넥슨 매각 또 하나의 미래 산업 낙오,4
넷마블,2019-01-04,국내 최대 게임업체 넥슨 매각을 보며,4
넷마블,2019-01-04,게임 1위 넥슨 매각설 충격파 유력 인수업체는 어디,4
넷마블,2019-01-07,CJ그룹에 회사 팔았던 까닭 큰물에서 노는 법 배웠어요,3
넷마블,2019-01-07,북미 일본 남들이 포기한 해외시장 개척한 넷마블,3
넷마블,2019-01-07,방준혁 넷마블 이사회 의장 난 항상 39세 젊은 창업가 정신 잃지 않을 것,3
넷마블,2019-01-07,막강한 자본 앞세운 큰손 텐센트 넥슨까지 삼키나,3
넷마블,2019-01-07,신작 아이템 장착한 게임사 내우외환 먹구름 걷어낼까,3
넷마블,2019-01-07,판매허가 틀어막고 시장엔 자본침투 게임굴기 과 게임이 안된,3
넷마블,2019-01-07,넥슨 매각에 텐센트 주목받는 뼈아픈 현실,3
넷마블,2019-01-07,손떼겠단 김정주 한국 게임산업 로그아웃 위기,3
넷마블,2019-01-07,방 의장이 청년들에게 전하는 말 안전한 길에는 기회가 없습니다,3
넷마블,2019-01-07,게임시장 공룡 떠오른 텐센트 한국 하청업체 전락 우려,3
넷마블,2019-01-07,인기 장르 개발에만 치중 외면 당하는 게임,3
넷마블,2019-01-07,유일하게 10% 성장했는데 더 안타까운 매각,3
넷마블,2019-01-08,K콘텐츠 바람 탄 엔터업종 올해 잇단 IPO 시동,1
넷마블,2019-01-08,아이템 잔뜩 샀더니 게임서비스 중단에 분통,1
넷마블,2019-01-08,넷마블 게임아카데미 3기 전시회,1
넷마블,2019-01-08,넥슨노조 회사에 고용 안정 입장 표명 촉구,1
넷마블,2019-01-08,급작스런 매각설 넥슨의 지금,1
넷마블,2019-01-08,시장 나온 넥슨 가능한 네 가지 시나리오,1
넷마블,2019-01-09,김정주의 꿈 넥슨월드 까지 동행 의 기업가정신 바라는 이유,4
넷마블,2019-01-09,넷마블 게임 개발 자회사 합병 추진 실적 IPO 다잡을까,4
넷마블,2019-01-09,블록체인 AI 헬스케어 게임사 신사업으로 재도약 시동,4
넷마블,2019-01-09,콘텐츠 있어야 생존 엔터사 쓸어담는 IT기업,4
넷마블,2019-01-09,마케팅없이 8900억원 번 포켓몬고 국내 게임사도 IP 활용 고심,4
넷마블,2019-01-10,게임 영화 콜라보에 답 있다,3
넷마블,2019-01-10,BTS게임 넷마블 살릴까,3
넷마블,2019-01-10,공모주 시장 올해는 대어 몰린다,3
넷마블,2019-01-11,신규 게임 출시 빗장 푼 게임 허가는 언제,3
넷마블,2019-01-11,흥행작 우려먹다 망한 서 배워라,3
넷마블,2019-01-14,이번엔 아기상어 콘텐츠 들썩,0
넷마블,2019-01-14,문 대통령 5대그룹 총수와 타운홀 미팅 15일 청와대에서 기업인과 대화,0
넷마블,2019-01-14,문 대통령 재계 총수 22명 타운홀 미팅,0
넷마블,2019-01-15,이재용 등 재계 130명 대통령과 오늘 만남,2
넷마블,2019-01-15,기업 총수와 공개 토론 민노총 면담 성장 고용 끌어안기,2
넷마블,2019-01-15,문 대통령 기업건의 반드시 답변 오늘 기업인 초청 타운홀미팅,2
넷마블,2019-01-15,대통령 15일 10대그룹 총수와 첫 자유토론,2
넷마블,2019-01-15,카카오프렌즈처럼 엔씨 넷마블 캐릭터 알리기,2
넷마블,2019-01-15,15일 기업인들과 타운홀 미팅,2
넷마블,2019-01-15,4분기 잿빛 전망에 게임주 뚝,2
넷마블,2019-01-15,대통령 5대그룹 총수와 청와대서 한자리에 투자 고용 확대 당부 종합,2
넷마블,2019-01-15,리니지 블소 공통점은 PC대작 활용 성공,2
넷마블,2019-01-15,5대그룹 총수 등 기업인 130명 초청 격의없이 묻고 답하는 타운홀 미팅,2
넷마블,2019-01-15,내일 이재용 등과 경제 자유토론 한진 대림 부영은 제외,2
넷마블,2019-01-15,문 대통령 15일은 대기업 중견기업 대표들 만난다,2
넷마블,2019-01-16,이재용 저희 공장 방문을 언제든 가겠습니다,0
넷마블,2019-01-16,이재용 삼성 공장 연구소 와달라 문 대통령 투자하면 언제든 가겠다,0
넷마블,2019-01-16,고비 때마다 나오는 의 산책정치,0
넷마블,2019-01-16,확률형 아이템 청소년 접근 원천차단 사실상 19금 판정,0
넷마블,2019-01-16,고비 때마다 나오는 의 산책정치,0
넷마블,2019-01-16,재벌총수 만난 대통령 고용창출 앞장서달라,0
넷마블,2019-01-16,낮추고 또 낮춰도 어닝쇼크 한국기업의 우울한 실적,0
넷마블,2019-01-16,문재인 대통령 재계 총수들 미세먼지 속 산책,0
넷마블,2019-01-16,어닝쇼크 불안에 추락하는 펄어비스,0
넷마블,2019-01-16,왼쪽엔 게임사 대표 오른쪽엔 대표,0
넷마블,2019-01-16,낮추고 또 낮춰도 어닝쇼크 한국기업의 우울한 실적,0
넷마블,2019-01-16,이재용 삼성 공장 연구소 와달라 문 대통령 투자하면 언제든 가겠다,0
넷마블,2019-01-16,이재용 삼성공장 와주십시오 대규모 투자하면 얼마든지요,0
넷마블,2019-01-16,이재용 삼성 공장 연구소 와달라 문 대통령 대규모 투자하면 가겠다,0
넷마블,2019-01-16,짝퉁 게임 역수출까지 국내 게임사 권리 되찾기 위해 많은 시간과 비용 투입,0
넷마블,2019-01-16,부활 노리는 테라 모바일 신작 출시로 대형 IP 발돋움,0
넷마블,2019-01-16,공장 연구소 한번 와주십시오 투자한다면 언제든지 가죠,0
넷마블,2019-01-16,호프미팅 이후 1년 6개월 대통령 재계총수에 일자리 러브콜 종합,0
넷마블,2019-01-16,총수들 대통령과 텀블러 들고 산책,0
넷마블,2019-01-16,재계 열띤 질문 경쟁 민감한 사안 기탄없이 소통,0
넷마블,2019-01-17,넷마블 신년 이벤트 게임 아이템 풍성하게 쏜다,2
넷마블,2019-01-17,주주 행동주의 바람 오너 지분 배당 적은 기업이 주 타깃,2
넷마블,2019-01-18,스피릿위시 리니지2M BTS월드 겜덕들 손 쉴 틈이 없네,0
넷마블,2019-01-18,넥슨 인수 13조 쩐의 전쟁 텐센트 칼라일 MBK 속속 가세,0
넷마블,2019-01-18,시청자에 돈 받고 수억대 대리게임 인터넷방송 30대 BJ 구속,0
넷마블,2019-01-18,넷마블 서비스중단 사과 게임 아이템 환불하기로,0
넷마블,2019-01-21,뜨는 베트남 부동산 중개앱 1위 한국기업 성공 비결은,0
넷마블,2019-01-21,주요 ICT기업들 제3 인터넷은행 신중,0
넷마블,2019-01-21,발 빼는 제3 인터넷은행 유력 후보들 흥행 빨간불,0
넷마블,2019-01-21,넥슨 팔리면 K게임 IP 무더기 유출 우려,0
넷마블,2019-01-21,움츠러든 게임 올해 신작 내세워 반등 노린다,0
넷마블,2019-01-22,아이돌 손잡고 해외시장 공략 나서,4
넷마블,2019-01-22,청년기업가에 규제 샌드박스란,4
넷마블,2019-01-22,늑장 규제완화가 부른 제3 인터넷은행 흥행 부진,4
넷마블,2019-01-22,수출길 막힌 토종 중소게임사 대만서 숨통 틔우나,4
넷마블,2019-01-23,넷마블 지난해 글로벌 모바일게임 매출 TOP 5,3
넷마블,2019-01-23,40억 돌파한 게임 수출 국내 1위 넥슨 팔리면 어쩌나,3
넷마블,2019-01-23,흔들리던 모바일 게임 신작으로 분위기 반전,3
넷마블,2019-01-23,고맙다 리니지 넷마블 글로벌 톱5 진입,3
넷마블,2019-01-24,교보 SBI 키움증권 등 참여 관심 제3 인터넷은행 다시 불 지핀다,2
넷마블,2019-01-24,조광재 대표 IPO 20년 경험 투자성과로 보여줄 것,2
넷마블,2019-01-25,2018 대한민국 게임 백서 모바일게임 매출 PC 추월,4
넷마블,2019-01-25,10개월 만에 텐센트 넷이즈 게임 서비스 허가,4
넷마블,2019-01-29,현대로템 게임빌 실적 훈풍 올해 영업이익 흑자전환 예고,2
넷마블,2019-01-29,위기의 게임산업 새 구원투수 등판할까,2
넷마블,2019-01-29,황성익 한국블록체인콘텐츠협회장 블록체인 업계 디앱 격전 가장 승산 큰 콘텐츠는 게임,2
넷마블,2019-01-30,실탄 아쉬운 카카오 PE 증권사 등과 연합해 빅딜 뛰어들듯,2
넷마블,2019-01-30,신작게임 허용에 게임주 연일 강세,2
넷마블,2019-01-30,넷마블 BTS월드 로 글로벌 공략 예고,2
넷마블,2019-01-30,카카오 넥슨 인수 가세,2
넷마블,2019-01-31,중국발 훈풍에 환호하는 게임 대형주는 울상,0
넷마블,2019-01-31,넥슨 인수 노리는 카카오 텐센트 손잡나,0
넷마블,2019-01-31,넷마블 올해 BTS월드로 승부수 리니지M 벽 넘어설까,0
넷마블,2019-01-31,넥슨 인수전 넷마블도 참전,0
넷마블,2019-02-01,넷마블 토종 컨소시엄 선언 카카오와 동맹될까 적될까,4
넷마블,2019-02-01,김정주 김범수 방준혁 인수전서 만난 게임 1세대,4
넷마블,2019-02-01,카카오 이어 넷마블도 넥슨 인수전 참여,4
넷마블,2019-02-01,카카오 이어 넷마블도 참전 넥슨 누구품에 안길까,4
넷마블,2019-02-01,카카오 이어 넷마블도 넥슨 인수전 뜨겁네,4
넷마블,2019-02-01,넥슨 인수전 넷마블도 참전 국내 자본 vs 해외 자본,4
넷마블,2019-02-01,방준혁 의장 큰 그림 그린다 넷마블도 넥슨 인수전 가세,4
넷마블,2019-02-01,넷마블 넥슨 인수전 가세 게임산업 지킨다,4
넷마블,2019-02-01,쏟아지는 아이템 두둑한 복주머니 설날 감당할 수 있겠습니까,4
넷마블,2019-02-01,넷마블까지 가세한 넥슨 인수 몸값 14 천정부지,4
넷마블,2019-02-01,넥슨 인수전 참여 넷마블 컨소시엄 기업은,4
넷마블,2019-02-01,넥슨 인수전 넷마블이 카카오보다 우위,4
넷마블,2019-02-01,넷마블도 넥슨 인수전 뛰어들어,4
넷마블,2019-02-01,넷마블 넥슨 인수전 가세 국내자본 중심 컨소시엄 구성,4
넷마블,2019-02-08,삼성 갤S10에 해리포터 AR 게임 탑재,4
넷마블,2019-02-08,넷마블 넥슨 인수 위해 텐센트 MBK와 손잡아,4
넷마블,2019-02-08,넷마블 컨소시엄 넥슨 인수 후 상장 유력,4
넷마블,2019-02-08,넷마블 텐센트 MBK파트너스 넥슨 인수전 맞손,4
넷마블,2019-02-08,넷마블 텐센트 MBK 넥슨 인수 손잡았다,4
넷마블,2019-02-08,김재원 엘리스 대표 최적의 코딩 교육 플랫폼 제공할 것,4
넷마블,2019-02-08,혁신벤처인 간담회 1세대 김정주 또 제외 김범수는 해외출장,4
넷마블,2019-02-08,넷마블 텐센트 큰손 MBK와 연합 넥슨 인수 유력후보로 급부상,4
넷마블,2019-02-08,넷마블 텐센트 MBK 넥슨 인수 연합군 형성,4
넷마블,2019-02-11,BTS 희소식 에 쾌재 부르는 넷마블,2
넷마블,2019-02-11,방송 금융 게임 동시다발 M A 열풍 에 요동치는 시장,2
넷마블,2019-02-12,플랫폼 경계 허문 넥슨 효과 게임산업 빅뱅 앞당긴다,2
넷마블,2019-02-12,넷마블 vs 카카오 국내 1위 게임 넥슨은 누구 품에,2
넷마블,2019-02-12,게임 빅3 매물로 나온 넥슨만 웃었다,2
넷마블,2019-02-12,구글 작년 매출 6조 국내 기업 역차별 여전,2
넷마블,2019-02-12,엔씨소프트 실적 선방불구 신작지연 우려 주가 롤러코스터,2
넷마블,2019-02-12,페북 사용땐 데이터 무료 SKT 제로레이팅 추진,2
넷마블,2019-02-12,대형 M A에 뒤따르는 공매도 급증 왜,2
넷마블,2019-02-13,엔씨 넥슨 인수 관심없다,4
넷마블,2019-02-13,외화내빈 K게임 폴더블폰서 활로 찾나,4
넷마블,2019-02-13,넥슨 인수 살피러 오나 텐센트 2인자 방한,4
넷마블,2019-02-13,넥슨 탄탄한 수익성 매력적이지만 이미지 타격은 몸값 변수로,4
넷마블,2019-02-13,시장포화 신작부재 시름 깊어지는 게임,4
넷마블,2019-02-13,지난해 IPO 규모 % 증시부진에 대어급 IPO 실종,4
넷마블,2019-02-13,왕성한 식욕 의 MBK M A시장의 지배자로 우뚝,4
넷마블,2019-02-13,펄어비스 네이버 공식카페 운영 중단 직접 커뮤니티 서비스 운영,4
넷마블,2019-02-14,인터넷 제약 바이오기업 등 플랫폼 업체 가장 선호,2
넷마블,2019-02-14,두산 자회사 호조에 영업익 1조,2
넷마블,2019-02-14,넷마블 넥슨 인수 자금 조달 문제없다,2
넷마블,2019-02-14,넥슨노조 포괄임금제폐지 요구 매각 변수 되나,2
넷마블,2019-02-14,e스포츠 1위는 한국에서 나올 것,2
넷마블,2019-02-14,기업공개 시장 올핸 볕들까,2
넷마블,2019-02-14,성장 경쟁력 확보를 위한 전략 신작,2
넷마블,2019-02-14,게임업계 총 맞은 성적표,2
넷마블,2019-02-14,매각 앞둔 넥슨 신작 쇼케이스 왜,2
넷마블,2019-02-14,넥슨노조 포괄임금제폐지 요구 매각 변수 되나,2
넷마블,2019-02-14,넥슨 인수 넷마블 카카오 제코가 석자,2
넷마블,2019-02-14,창사이래 최대 이익 속 4분기 실적 감소 뚜렷 신작부재 부진 영향,2
넷마블,2019-02-15,M A 최대어 넥슨 매각 예비입찰 한화케미칼 실적 발표,0
넷마블,2019-02-15,인기 신작 없었던 게임 빅3 에 실적 좌지우지,0
넷마블,2019-02-15,장마감 후 기업공시 2월14일,0
넷마블,2019-02-15,장마감 후 기업공시 2월14일,0
넷마블,2019-02-15,실적악화 주가하락 잔혹한 겨울 보낸 게임,0
넷마블,2019-02-18,게임업계 동남아 유럽 뚫어라,2
넷마블,2019-02-18,안에선 노조 밖에선 신사업 규제 판교 역동성 짓누른다,2
넷마블,2019-02-18,최소 사양 높이는 모바일 게임 침체된 스마트폰 시장 도우미로,2
넷마블,2019-02-19,글로벌 M A 콘텐츠 사업 강화 안정적 3세경영 발판 마련 포석,0
넷마블,2019-02-19,덩치 키워야 생존 불붙은 M A 경쟁,0
넷마블,2019-02-19,빗나간 시장예측 재미 못본 이 방동맹,0
넷마블,2019-02-19,게임의 판을 흔드는 빅카드 줄줄이 게임산업 빅뱅 성큼,0
넷마블,2019-02-19,CJ 넷마블에서 손 뗀다,0
넷마블,2019-02-19,뽑기 없애자 갓게임 칭송 헌드레드 소울로 착한게임 가능성 확인,0
넷마블,2019-02-19,신작 늦어지자 넷마블 타격 엔씨 선방,0
넷마블,2019-02-20,오늘의 증시 메모 2월 20일,1
넷마블,2019-02-20,2월 19일,1
넷마블,2019-02-20,매각 임박한 넥슨 정부 해외 팔릴까 예의주시 중,1
넷마블,2019-02-20,CJ ENM 지분 매각설에 넷마블 약세,1
넷마블,2019-02-20,오늘의 증시 일정 2월 20일,1
넷마블,2019-02-20,중국 대신 일본 게임사들 모바일 시장 공략 러시,1
넷마블,2019-02-20,테트리스 슈팅 단 한 명만 살아남는다,1
넷마블,2019-02-20,넷마블문화재단 임직원들 기부금 6145만원 전달,1
넷마블,2019-02-21,넷마블 카카오 넥슨 인수 2파전,4
넷마블,2019-02-21,넷마블 예비 입찰 참여할까,4
넷마블,2019-02-21,트라하 배그 서머너즈워 삼성 갤S10과 함께 등장한 게임은,4
넷마블,2019-02-21,대표 의장직 분리 계열사로도 확대,4
넷마블,2019-02-21,양심적 병역거부 맞나 LOL 스타 전략게임 까지 따져물은 검찰,4
넷마블,2019-02-22,무거운 책임감과 사명감 게임산업협회 회장 다시 맡은 강신철,2
넷마블,2019-02-22,몸값 10 넥슨 새주인은 누구 넷마블 카카오 글로벌 PEF 등 출격,2
넷마블,2019-02-22,넥슨 예비입찰에 넷마블 MBK등 참여,2
넷마블,2019-02-22,시작부터 무장해제 넥슨 M A 경우의 수 복잡,2
넷마블,2019-02-22,넥슨 업체에 팔리면 K게임 입지 좁아질듯,2
넷마블,2019-02-22,글로벌PEF 가세 넥슨 인수 3대 변수 주목,2
넷마블,2019-02-25,SK 내가 황제주 환산주가 677만원,4
넷마블,2019-02-25,게임대장주 넷마블 웃고 엔씨 울었다,4
넷마블,2019-02-25,김연수 NH투자증권 본부장 올해 해외기업 M A 분야 강화에 주력,4
넷마블,2019-02-25,SK 주식가격 국내 1위 황제주 등극,4
넷마블,2019-02-26,검은사막 모바일 리니지M MMORPG 열도 진출,2
넷마블,2019-02-26,앱애니 2018년 전세계 상위 52대 퍼블리셔에 국내 기업 6개사 포함,2
넷마블,2019-02-26,갤럭시 게임 생태계 구축 나선 삼성,2
넷마블,2019-02-27,구글 경력 개발자 모시기 지속적 채용 노력 일환,2
넷마블,2019-02-27,사외이사 독립성 확보 미흡 사추위내 오너일가 기업 24곳,2
넷마블,2019-02-27,게임 질병화 괜찮은가 묻는 백기투항 한국,2
넷마블,2019-02-28,7% 수익 마트가 부동산 투자도 합니다,0
넷마블,2019-02-28,아마존 컴캐스트 넥슨 인수전 참여,0
넷마블,2019-02-28,판 커지는 넥슨 인수 글로벌 IT산업 게임체인저 될까,0
넷마블,2019-02-28,넥슨 트라하 리니지M 20개월 아성 깰까,0
넷마블,2019-02-28,3월 IPO 큰 장 선다 홈플러스리츠 현대오토에버 연이은 코스피 상장,0
넷마블,2019-02-28,작년 부진한 성적표 받은 한국 게임 올해 초대형 신작으로 만회 노린다,0
넷마블,2019-02-28,봄바람에 코스닥 게임주 날다,0
넷마블,2019-03-04,넥슨 인수 후보 5곳으로 압축,0
넷마블,2019-03-04,자산 1조1200억원 한국인 갑부 36명,0
넷마블,2019-03-04,넷마블 대학생 서포터즈 마블챌린저 13기 발족,0
넷마블,2019-03-04,판호받기 어려워 로 발 돌린 게임사,0
넷마블,2019-03-04,게임업계 포괄임금제 폐지 바람 반 크런치 여파,0
넷마블,2019-03-04,10억달러 이상 억만장자 구광모 방준혁 최기원 등 한국인 6명 새로 합류,0
넷마블,2019-03-04,1조대 갑부 2470명 한국엔 36명,0
넷마블,2019-03-04,수익률 최대 5995% 잭팟 바이오 게임 성장스토리,0
넷마블,2019-03-04,자산 10억 넘는 슈퍼리치 한국인 36명,0
넷마블,2019-03-06,춘래불사춘 게임업계 으로 전열 정비,2
넷마블,2019-03-06,계속 낮아지는 눈높이 삼성전자 1분기 영업익 8조원도 아슬,2
넷마블,2019-03-06,홈플러스리츠 현대오토에버 등 3월 IPO 2조 넘는다,2
넷마블,2019-03-06,다가오는 2분기 게임사 초대형 신작 들고 찾아갑니다,2
넷마블,2019-03-06,5G시대 더 뜨거운 제로레이팅 논란,2
넷마블,2019-03-07,KAIST 고려대 성균관대 AI 대학원의 강점은,2
넷마블,2019-03-11,방탄소년단 성공 잇는다 CJ ENM 빅히트 엔터테인먼트 합작사 설립,2
넷마블,2019-03-11,이젠 숨지 않아 캐릭터 산업 큰손 키덜트,2
넷마블,2019-03-11,이거나 IP 많거나 경쟁력 갖춘 게임 주목,2
넷마블,2019-03-12,토큰경제 가상세계 닮은꼴 많아 블록체인 큰손들 게임업체에 러브콜,2
넷마블,2019-03-12,뒤숭숭한 게임업계 신작으로 앞길 연다,2
넷마블,2019-03-12,텐센트 주가 반년만에 43% 상승,2
넷마블,2019-03-12,페이스북 메신저 데이터 무료 통신사 잇단 제로레이팅 서비스,2
넷마블,2019-03-13,22일부터 슈퍼주총시즌 본격 개막 외감법 개정에 코스닥 상장사 이중고,2
넷마블,2019-03-13,상장보다 성장이 먼저 코스닥 진입 꺼리는 유니콘기업,2
넷마블,2019-03-13,넷마블 하반기 출시 게임부터 마젤란 적용,2
넷마블,2019-03-14,장애아동 세상 속으로 넷마블 따뜻한 불빛 밝힌다,3
넷마블,2019-03-14,홈플러스 리츠 상장철회 우려가 현실로 MBK파트너스 조 투자금 회수 불투명,3
넷마블,2019-03-14,반갑다 야구야 게임사 야구팬심 사로잡기에 분주,3
넷마블,2019-03-15,건설사 주총 3대 키워드는 신규사업 외부인사 배당,4
넷마블,2019-03-15,넷마블 포괄임금제 폐지 3분기 내 시행,4
넷마블,2019-03-15,넷마블 게임운영 노하우 AI화 기술기업 도약 원년,4
넷마블,2019-03-15,사업 다각화 시장 다변화로 리부트 게임,4
넷마블,2019-03-18,이젠 콘솔 이다 토종 게임업계 콘솔 플랫폼 출사표,2
